whrswk,hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region,wght,experience_whrswk,whrswk_husby,adjusted_experience,education_level,experience_education,family_responsibility_index,hours_per_dependent,hours_per_child_lt6,experience_squared,hours_worked_bracket,career_stage
45,yes,no,yes,12years,white,no,22.0,0,3,33.0,south,242290,990.0,1485.0,22.0,3,66.0,3,11.25,45.0,484.0,fulltime,Late
40,no,no,yes,12years,black,no,4.0,1,0,13.988,south,323622,160.0,559.52,2.0,3,12.0,1,20.0,20.0,16.0,fulltime,Early
40,yes,no,yes,13-15years,black,no,9.0,0,0,16.0,south,503148,360.0,640.0,9.0,4,36.0,0,40.0,40.0,81.0,fulltime,Mid
40,yes,no,yes,12years,white,no,18.0,0,2,44.0,south,388554,720.0,1760.0,18.0,3,54.0,2,13.333333333333334,40.0,324.0,fulltime,Late
25,no,no,no,13-15years,white,yes,11.0,0,1,19.0,south,223389,275.0,475.0,11.0,4,44.0,1,12.5,25.0,121.0,parttime,Mid
20,no,no,no,12years,black,no,42.0,0,0,0.0,south,339411,840.0,0.0,42.0,3,126.0,0,20.0,20.0,1764.0,parttime,Very Late
8,no,yes,no,16years,white,no,8.0,2,0,30.0,south,278987,64.0,240.0,2.6666666666666665,5,40.0,2,2.6666666666666665,2.6666666666666665,64.0,parttime,Mid
42,no,yes,no,13-15years,black,no,16.0,0,1,22.0,south,252710,672.0,924.0,16.0,4,64.0,1,21.0,42.0,256.0,fulltime,Late
40,no,yes,no,12years,black,no,26.0,2,1,13.0,south,209726,1040.0,520.0,8.666666666666666,3,78.0,3,10.0,13.333333333333334,676.0,fulltime,Late
40,no,yes,yes,12years,white,no,12.0,0,1,25.0,south,278987,480.0,1000.0,12.0,3,36.0,1,20.0,40.0,144.0,fulltime,Mid
20,no,no,no,12years,white,no,9.0,1,1,12.9,south,270332,180.0,258.0,4.5,3,27.0,2,6.666666666666667,10.0,81.0,parttime,Mid
40,no,yes,yes,13-15years,white,no,26.0,0,2,35.0,south,246699,1040.0,1400.0,26.0,4,104.0,2,13.333333333333334,40.0,676.0,fulltime,Late
0,no,no,no,13-15years,white,no,17.0,0,0,39.0,south,246298,0.0,0.0,17.0,4,68.0,0,0.0,0.0,289.0,,Late
40,no,yes,yes,12years,white,no,34.0,0,0,27.327,south,247392,1360.0,1093.0800000000002,34.0,3,102.0,0,40.0,40.0,1156.0,fulltime,Very Late
10,yes,no,yes,16years,white,no,25.0,0,2,53.0,south,246699,250.0,530.0,25.0,5,125.0,2,3.3333333333333335,10.0,625.0,parttime,Late
0,no,no,no,12years,white,no,47.0,0,0,0.0,south,274078,0.0,0.0,47.0,3,141.0,0,0.0,0.0,2209.0,,Very Late
0,yes,no,yes,<9years,white,no,47.0,0,0,0.0,south,261912,0.0,0.0,47.0,1,47.0,0,0.0,0.0,2209.0,,Very Late
40,no,no,no,12years,white,no,28.0,0,0,30.153,south,247880,1120.0,1206.12,28.0,3,84.0,0,40.0,40.0,784.0,fulltime,Late
40,no,no,no,12years,black,no,28.0,0,1,7.224,south,443081,1120.0,288.96000000000004,28.0,3,84.0,1,20.0,40.0,784.0,fulltime,Late
56,no,no,no,<9years,white,yes,24.0,1,4,45.0,south,426925,1344.0,2520.0,12.0,1,24.0,5,9.333333333333334,28.0,576.0,fulltime,Late
0,no,no,no,16years,white,yes,7.0,1,1,15.6,south,245484,0.0,0.0,3.5,5,35.0,2,0.0,0.0,49.0,,Mid
0,yes,no,yes,13-15years,white,no,14.0,2,1,49.0,south,284217,0.0,0.0,4.666666666666667,4,56.0,3,0.0,0.0,196.0,,Mid
0,yes,no,yes,16years,white,no,10.0,1,0,60.0,south,284217,0.0,0.0,5.0,5,50.0,1,0.0,0.0,100.0,,Mid
30,yes,no,yes,16years,white,no,9.0,1,0,32.0,south,284217,270.0,960.0,4.5,5,45.0,1,15.0,15.0,81.0,parttime,Mid
30,no,no,no,13-15years,white,no,8.0,1,0,30.0,south,290822,240.0,900.0,4.0,4,32.0,1,15.0,15.0,64.0,parttime,Mid
45,yes,no,yes,16years,white,no,13.0,1,0,67.0,south,1136869,585.0,3015.0,6.5,5,65.0,1,22.5,22.5,169.0,fulltime,Mid
35,yes,no,yes,13-15years,white,no,22.0,0,2,49.0,south,1040692,770.0,1715.0,22.0,4,88.0,2,11.666666666666666,35.0,484.0,fulltime,Late
44,yes,no,yes,13-15years,white,no,31.0,0,0,49.0,south,257887,1364.0,2156.0,31.0,4,124.0,0,44.0,44.0,961.0,fulltime,Very Late
40,no,no,yes,16years,white,no,25.0,0,0,80.0,south,257164,1000.0,3200.0,25.0,5,125.0,0,40.0,40.0,625.0,fulltime,Late
0,yes,no,yes,12years,white,no,42.0,0,0,55.721,south,259168,0.0,0.0,42.0,3,126.0,0,0.0,0.0,1764.0,,Very Late
0,yes,no,yes,12years,white,yes,33.0,0,1,47.0,south,163253,0.0,0.0,33.0,3,99.0,1,0.0,0.0,1089.0,,Very Late
40,yes,no,yes,<9years,white,no,24.0,0,1,45.0,south,104155,960.0,1800.0,24.0,1,24.0,1,20.0,40.0,576.0,fulltime,Late
38,no,yes,no,>16years,white,no,9.0,0,0,12.0,south,273921,342.0,456.0,9.0,6,54.0,0,38.0,38.0,81.0,fulltime,Mid
0,no,no,no,13-15years,white,no,28.0,0,0,54.0,south,247848,0.0,0.0,28.0,4,112.0,0,0.0,0.0,784.0,,Late
32,yes,no,yes,12years,white,no,31.0,0,0,30.0,south,247848,992.0,960.0,31.0,3,93.0,0,32.0,32.0,961.0,fulltime,Very Late
0,yes,no,yes,16years,white,no,29.0,0,0,18.5,south,248544,0.0,0.0,29.0,5,145.0,0,0.0,0.0,841.0,,Late
0,yes,no,yes,12years,white,no,45.0,0,0,10.2,south,261878,0.0,0.0,45.0,3,135.0,0,0.0,0.0,2025.0,,Very Late
40,no,no,yes,9-11years,white,no,7.5,0,0,20.5,south,289465,300.0,820.0,7.5,2,15.0,0,40.0,40.0,56.25,fulltime,Mid
40,yes,yes,yes,16years,white,no,19.0,0,1,33.0,south,250747,760.0,1320.0,19.0,5,95.0,1,20.0,40.0,361.0,fulltime,Late
0,no,no,no,12years,white,no,29.0,0,0,15.0,south,137200,0.0,0.0,29.0,3,87.0,0,0.0,0.0,841.0,,Late
0,no,no,no,<9years,white,no,18.0,0,2,3.0,south,136960,0.0,0.0,18.0,1,18.0,2,0.0,0.0,324.0,,Late
0,no,no,no,9-11years,white,yes,12.5,2,0,14.0,south,137861,0.0,0.0,4.166666666666667,2,25.0,2,0.0,0.0,156.25,,Mid
0,no,no,no,<9years,white,yes,11.0,0,0,6.0,south,155131,0.0,0.0,11.0,1,11.0,0,0.0,0.0,121.0,,Mid
0,no,no,no,9-11years,white,no,11.5,1,3,0.0,south,290822,0.0,0.0,5.75,2,23.0,4,0.0,0.0,132.25,,Mid
44,no,no,no,13-15years,white,no,17.0,0,2,27.0,south,256746,748.0,1188.0,17.0,4,68.0,2,14.666666666666666,44.0,289.0,fulltime,Late
0,yes,no,yes,12years,white,no,24.0,1,2,49.0,south,132181,0.0,0.0,12.0,3,72.0,3,0.0,0.0,576.0,,Late
0,no,no,yes,12years,white,no,10.0,1,0,53.0,south,384826,0.0,0.0,5.0,3,30.0,1,0.0,0.0,100.0,,Mid
20,yes,no,yes,13-15years,white,no,17.0,0,1,52.803,south,339736,340.0,1056.06,17.0,4,68.0,1,10.0,20.0,289.0,parttime,Late
40,no,yes,yes,13-15years,white,no,43.0,0,0,29.0,south,359552,1720.0,1160.0,43.0,4,172.0,0,40.0,40.0,1849.0,fulltime,Very Late
40,no,yes,no,13-15years,white,no,20.0,0,1,46.0,south,339736,800.0,1840.0,20.0,4,80.0,1,20.0,40.0,400.0,fulltime,Late
40,yes,no,yes,13-15years,black,no,28.0,1,0,40.0,south,386239,1120.0,1600.0,14.0,4,112.0,1,20.0,20.0,784.0,fulltime,Late
0,yes,no,yes,12years,white,no,46.0,0,0,0.0,south,376254,0.0,0.0,46.0,3,138.0,0,0.0,0.0,2116.0,,Very Late
47,no,yes,no,13-15years,white,no,15.0,1,0,0.0,south,376086,705.0,0.0,7.5,4,60.0,1,23.5,23.5,225.0,fulltime,Mid
0,yes,no,yes,12years,white,no,20.0,1,2,65.0,south,339736,0.0,0.0,10.0,3,60.0,3,0.0,0.0,400.0,,Late
40,yes,yes,yes,13-15years,white,no,17.0,0,0,20.0,south,339736,680.0,800.0,17.0,4,68.0,0,40.0,40.0,289.0,fulltime,Late
0,yes,no,yes,13-15years,white,no,12.0,3,0,27.0,south,376086,0.0,0.0,3.0,4,48.0,3,0.0,0.0,144.0,,Mid
0,no,no,no,9-11years,white,no,8.5,1,2,0.0,south,397427,0.0,0.0,4.25,2,17.0,3,0.0,0.0,72.25,,Mid
40,no,yes,yes,12years,white,no,41.0,0,0,39.835,south,342940,1640.0,1593.4,41.0,3,123.0,0,40.0,40.0,1681.0,fulltime,Very Late
40,yes,no,yes,12years,white,no,21.0,0,1,58.0,south,339736,840.0,2320.0,21.0,3,63.0,1,20.0,40.0,441.0,fulltime,Late
40,no,yes,yes,16years,white,no,7.0,0,0,23.0,south,50844,280.0,920.0,7.0,5,35.0,0,40.0,40.0,49.0,fulltime,Mid
38,no,yes,no,16years,white,no,31.0,0,0,0.0,south,45086,1178.0,0.0,31.0,5,155.0,0,38.0,38.0,961.0,fulltime,Very Late
0,yes,no,yes,16years,white,no,33.0,0,0,90.0,south,45086,0.0,0.0,33.0,5,165.0,0,0.0,0.0,1089.0,,Very Late
40,no,yes,no,16years,white,no,5.0,0,0,0.0,south,36419,200.0,0.0,5.0,5,25.0,0,40.0,40.0,25.0,fulltime,Early
50,no,yes,no,>16years,white,no,16.0,1,0,99.999,south,44887,800.0,4999.95,8.0,6,96.0,1,25.0,25.0,256.0,fulltime,Late
0,yes,no,yes,13-15years,white,no,17.0,0,2,52.0,south,44887,0.0,0.0,17.0,4,68.0,2,0.0,0.0,289.0,,Late
48,no,yes,yes,>16years,white,no,24.0,0,0,57.6,south,44960,1152.0,2764.8,24.0,6,144.0,0,48.0,48.0,576.0,fulltime,Late
40,no,yes,yes,13-15years,white,no,21.0,0,0,17.7,south,36419,840.0,708.0,21.0,4,84.0,0,40.0,40.0,441.0,fulltime,Late
38,no,yes,no,>16years,white,no,17.0,0,0,0.0,south,45486,646.0,0.0,17.0,6,102.0,0,38.0,38.0,289.0,fulltime,Late
45,no,yes,no,>16years,white,no,18.0,0,0,45.0,south,45486,810.0,2025.0,18.0,6,108.0,0,45.0,45.0,324.0,fulltime,Late
40,no,yes,no,12years,black,no,10.0,1,0,17.0,south,56860,400.0,680.0,5.0,3,30.0,1,20.0,20.0,100.0,fulltime,Mid
40,yes,yes,yes,12years,black,no,17.0,0,1,23.0,south,57599,680.0,920.0,17.0,3,51.0,1,20.0,40.0,289.0,fulltime,Late
40,no,yes,no,>16years,black,no,24.0,0,1,0.0,south,47335,960.0,0.0,24.0,6,144.0,1,20.0,40.0,576.0,fulltime,Late
45,no,yes,no,>16years,white,no,25.0,0,0,0.0,south,44960,1125.0,0.0,25.0,6,150.0,0,45.0,45.0,625.0,fulltime,Late
0,no,no,no,<9years,white,yes,26.0,2,0,0.0,south,22805,0.0,0.0,8.666666666666666,1,26.0,2,0.0,0.0,676.0,,Late
40,no,no,no,13-15years,black,no,29.0,0,1,0.0,south,47335,1160.0,0.0,29.0,4,116.0,1,20.0,40.0,841.0,fulltime,Late
40,no,no,no,12years,black,no,12.0,1,0,22.0,south,56860,480.0,880.0,6.0,3,36.0,1,20.0,20.0,144.0,fulltime,Mid
0,yes,no,yes,12years,white,no,18.0,1,1,32.0,south,160380,0.0,0.0,9.0,3,54.0,2,0.0,0.0,324.0,,Late
40,no,yes,yes,16years,white,no,3.0,0,0,19.0,south,187614,120.0,760.0,3.0,5,15.0,0,40.0,40.0,9.0,fulltime,Early
40,no,yes,no,12years,white,no,20.0,0,1,18.313,south,160380,800.0,732.52,20.0,3,60.0,1,20.0,40.0,400.0,fulltime,Late
0,no,no,no,13-15years,white,no,42.0,0,0,0.0,south,169734,0.0,0.0,42.0,4,168.0,0,0.0,0.0,1764.0,,Very Late
40,yes,no,yes,13-15years,white,no,28.0,0,1,38.0,south,158697,1120.0,1520.0,28.0,4,112.0,1,20.0,40.0,784.0,fulltime,Late
0,yes,no,yes,9-11years,white,no,27.5,0,0,21.0,south,160553,0.0,0.0,27.5,2,55.0,0,0.0,0.0,756.25,,Late
0,yes,no,yes,13-15years,white,no,9.0,2,0,34.0,south,179467,0.0,0.0,3.0,4,36.0,2,0.0,0.0,81.0,,Mid
40,no,yes,no,13-15years,black,no,18.0,1,0,25.0,south,162563,720.0,1000.0,9.0,4,72.0,1,20.0,20.0,324.0,fulltime,Late
38,no,yes,no,12years,black,no,24.0,0,2,0.0,south,134913,912.0,0.0,24.0,3,72.0,2,12.666666666666666,38.0,576.0,fulltime,Late
24,yes,yes,yes,16years,white,no,12.0,2,0,28.0,south,46780,288.0,672.0,4.0,5,60.0,2,8.0,8.0,144.0,parttime,Mid
40,no,yes,no,13-15years,white,no,37.0,0,0,0.2,south,42657,1480.0,8.0,37.0,4,148.0,0,40.0,40.0,1369.0,fulltime,Very Late
5,yes,no,yes,>16years,white,no,9.0,1,0,34.8,south,46780,45.0,174.0,4.5,6,54.0,1,2.5,2.5,81.0,parttime,Mid
37,no,yes,no,9-11years,white,no,28.5,0,0,23.739,south,42823,1054.5,878.3430000000001,28.5,2,57.0,0,37.0,37.0,812.25,fulltime,Late
20,yes,no,yes,12years,white,no,16.0,0,2,48.5,south,46780,320.0,970.0,16.0,3,48.0,2,6.666666666666667,20.0,256.0,parttime,Late
40,yes,no,yes,13-15years,white,no,21.0,0,3,40.0,south,42823,840.0,1600.0,21.0,4,84.0,3,10.0,40.0,441.0,fulltime,Late
40,yes,yes,yes,16years,white,no,29.0,0,1,15.4,south,42446,1160.0,616.0,29.0,5,145.0,1,20.0,40.0,841.0,fulltime,Late
32,no,yes,yes,<9years,white,yes,28.0,0,1,18.2,south,21756,896.0,582.4,28.0,1,28.0,1,16.0,32.0,784.0,fulltime,Late
21,yes,no,yes,16years,white,no,23.0,0,2,60.0,south,42823,483.0,1260.0,23.0,5,115.0,2,7.0,21.0,529.0,parttime,Late
34,no,yes,no,13-15years,white,no,11.0,2,0,31.753,south,46780,374.0,1079.602,3.6666666666666665,4,44.0,2,11.333333333333334,11.333333333333334,121.0,fulltime,Mid
0,yes,no,yes,13-15years,white,no,40.0,0,0,0.0,south,42657,0.0,0.0,40.0,4,160.0,0,0.0,0.0,1600.0,,Very Late
45,no,yes,yes,16years,white,no,7.0,0,0,40.0,south,47867,315.0,1800.0,7.0,5,35.0,0,45.0,45.0,49.0,fulltime,Mid
46,no,yes,yes,>16years,white,no,6.0,0,0,42.5,south,47867,276.0,1955.0,6.0,6,36.0,0,46.0,46.0,36.0,fulltime,Mid
40,yes,no,yes,13-15years,white,no,11.0,0,2,22.0,south,46780,440.0,880.0,11.0,4,44.0,2,13.333333333333334,40.0,121.0,fulltime,Mid
40,no,yes,no,<9years,white,yes,35.0,0,2,8.0,south,19373,1400.0,320.0,35.0,1,35.0,2,13.333333333333334,40.0,1225.0,fulltime,Very Late
0,no,no,no,12years,white,no,14.0,2,0,0.0,south,104019,0.0,0.0,4.666666666666667,3,42.0,2,0.0,0.0,196.0,,Mid
20,yes,no,yes,12years,white,no,14.0,1,1,12.0,south,104019,280.0,240.0,7.0,3,42.0,2,6.666666666666667,10.0,196.0,parttime,Mid
25,yes,no,yes,12years,white,no,9.0,1,2,12.0,south,176029,225.0,300.0,4.5,3,27.0,3,6.25,12.5,81.0,parttime,Mid
40,yes,no,yes,12years,white,no,25.0,0,1,30.0,south,162520,1000.0,1200.0,25.0,3,75.0,1,20.0,40.0,625.0,fulltime,Late
40,no,yes,no,9-11years,white,no,29.5,0,1,22.0,south,160641,1180.0,880.0,29.5,2,59.0,1,20.0,40.0,870.25,fulltime,Late
40,no,no,no,12years,black,no,23.0,0,0,22.0,south,151041,920.0,880.0,23.0,3,69.0,0,40.0,40.0,529.0,fulltime,Late
0,yes,no,yes,12years,white,yes,35.0,0,1,45.0,south,104475,0.0,0.0,35.0,3,105.0,1,0.0,0.0,1225.0,,Very Late
12,yes,no,yes,16years,white,no,20.0,1,1,47.0,south,179747,240.0,564.0,10.0,5,100.0,2,4.0,6.0,400.0,parttime,Late
40,no,yes,yes,9-11years,white,no,18.5,1,0,17.0,south,99760,740.0,680.0,9.25,2,37.0,1,20.0,20.0,342.25,fulltime,Late
50,no,yes,no,>16years,white,no,14.0,2,0,0.0,south,177380,700.0,0.0,4.666666666666667,6,84.0,2,16.666666666666668,16.666666666666668,196.0,fulltime,Mid
0,yes,no,yes,13-15years,white,no,8.0,1,0,60.0,south,98269,0.0,0.0,4.0,4,32.0,1,0.0,0.0,64.0,,Mid
40,yes,no,yes,16years,black,no,11.0,1,1,45.0,south,226336,440.0,1800.0,5.5,5,55.0,2,13.333333333333334,20.0,121.0,fulltime,Mid
0,yes,no,yes,9-11years,white,no,25.5,0,2,23.0,south,92875,0.0,0.0,25.5,2,51.0,2,0.0,0.0,650.25,,Late
0,no,no,no,12years,white,no,42.0,0,0,0.0,south,105979,0.0,0.0,42.0,3,126.0,0,0.0,0.0,1764.0,,Very Late
0,no,no,no,9-11years,white,no,12.5,1,1,7.0,south,100507,0.0,0.0,6.25,2,25.0,2,0.0,0.0,156.25,,Mid
30,yes,no,yes,9-11years,white,no,30.5,0,1,14.0,south,91801,915.0,420.0,30.5,2,61.0,1,15.0,30.0,930.25,parttime,Very Late
0,no,yes,no,9-11years,white,yes,16.5,0,2,0.0,south,99198,0.0,0.0,16.5,2,33.0,2,0.0,0.0,272.25,,Late
40,no,no,no,<9years,white,no,30.0,0,0,0.0,south,92875,1200.0,0.0,30.0,1,30.0,0,40.0,40.0,900.0,fulltime,Late
0,no,no,no,9-11years,white,yes,17.5,2,2,12.0,south,101458,0.0,0.0,5.833333333333333,2,35.0,4,0.0,0.0,306.25,,Late
40,yes,yes,yes,12years,white,no,26.0,0,0,41.788,south,250789,1040.0,1671.52,26.0,3,78.0,0,40.0,40.0,676.0,fulltime,Late
40,no,yes,yes,12years,white,no,24.0,0,1,36.0,south,127414,960.0,1440.0,24.0,3,72.0,1,20.0,40.0,576.0,fulltime,Late
0,yes,no,yes,13-15years,white,no,14.0,2,0,50.0,south,273967,0.0,0.0,4.666666666666667,4,56.0,2,0.0,0.0,196.0,,Mid
40,no,yes,yes,16years,white,no,36.0,0,0,28.0,south,263695,1440.0,1120.0,36.0,5,180.0,0,40.0,40.0,1296.0,fulltime,Very Late
40,no,yes,no,12years,black,no,8.0,1,0,5.0,south,313502,320.0,200.0,4.0,3,24.0,1,20.0,20.0,64.0,fulltime,Mid
0,yes,no,yes,13-15years,white,no,34.0,0,0,87.0,south,201410,0.0,0.0,34.0,4,136.0,0,0.0,0.0,1156.0,,Very Late
30,yes,no,yes,12years,white,no,16.0,0,1,20.0,south,226562,480.0,600.0,16.0,3,48.0,1,15.0,30.0,256.0,parttime,Late
20,yes,no,yes,13-15years,white,no,12.0,0,1,33.0,south,226562,240.0,660.0,12.0,4,48.0,1,10.0,20.0,144.0,parttime,Mid
38,no,yes,yes,12years,white,no,23.0,1,1,55.0,south,207395,874.0,2090.0,11.5,3,69.0,2,12.666666666666666,19.0,529.0,fulltime,Late
40,no,yes,yes,12years,white,no,26.0,0,1,32.0,south,207395,1040.0,1280.0,26.0,3,78.0,1,20.0,40.0,676.0,fulltime,Late
0,no,no,no,16years,white,no,13.0,2,0,48.0,south,226562,0.0,0.0,4.333333333333333,5,65.0,2,0.0,0.0,169.0,,Mid
45,no,yes,no,16years,white,no,18.0,0,0,45.0,south,204664,810.0,2025.0,18.0,5,90.0,0,45.0,45.0,324.0,fulltime,Late
0,no,no,no,16years,white,no,12.0,3,0,55.0,south,226562,0.0,0.0,3.0,5,60.0,3,0.0,0.0,144.0,,Mid
37,no,no,no,12years,white,no,16.0,1,2,37.5,south,226562,592.0,1387.5,8.0,3,48.0,3,9.25,18.5,256.0,fulltime,Late
0,no,no,no,12years,white,no,16.0,0,2,27.071,south,117842,0.0,0.0,16.0,3,48.0,2,0.0,0.0,256.0,,Late
40,yes,no,yes,13-15years,black,no,16.0,0,0,42.0,south,248597,640.0,1680.0,16.0,4,64.0,0,40.0,40.0,256.0,fulltime,Late
40,no,no,no,13-15years,white,no,22.0,0,1,6.0,south,243738,880.0,240.0,22.0,4,88.0,1,20.0,40.0,484.0,fulltime,Late
0,yes,no,yes,12years,white,no,44.0,0,0,40.0,south,254558,0.0,0.0,44.0,3,132.0,0,0.0,0.0,1936.0,,Very Late
40,no,no,no,9-11years,white,no,33.5,0,1,0.0,south,240919,1340.0,0.0,33.5,2,67.0,1,20.0,40.0,1122.25,fulltime,Very Late
0,yes,no,yes,12years,white,no,35.0,0,0,46.0,south,241596,0.0,0.0,35.0,3,105.0,0,0.0,0.0,1225.0,,Very Late
40,no,yes,yes,9-11years,white,no,11.5,1,1,24.0,south,272451,460.0,960.0,5.75,2,23.0,2,13.333333333333334,20.0,132.25,fulltime,Mid
0,yes,no,yes,12years,white,no,34.0,0,0,55.0,south,241596,0.0,0.0,34.0,3,102.0,0,0.0,0.0,1156.0,,Very Late
0,yes,no,yes,12years,white,no,9.0,0,2,45.0,south,263998,0.0,0.0,9.0,3,27.0,2,0.0,0.0,81.0,,Mid
40,yes,no,yes,12years,white,no,25.0,0,0,50.0,south,243738,1000.0,2000.0,25.0,3,75.0,0,40.0,40.0,625.0,fulltime,Late
40,yes,yes,yes,13-15years,white,no,14.0,1,0,0.0,south,145886,560.0,0.0,7.0,4,56.0,1,20.0,20.0,196.0,fulltime,Mid
35,no,no,no,12years,white,no,4.0,1,0,16.0,south,152262,140.0,560.0,2.0,3,12.0,1,17.5,17.5,16.0,fulltime,Early
0,yes,no,yes,13-15years,white,no,24.0,0,1,30.0,south,131896,0.0,0.0,24.0,4,96.0,1,0.0,0.0,576.0,,Late
37,no,yes,no,12years,white,no,35.0,0,0,20.0,south,130738,1295.0,740.0,35.0,3,105.0,0,37.0,37.0,1225.0,fulltime,Very Late
40,yes,no,yes,12years,white,no,23.0,0,0,38.0,south,131896,920.0,1520.0,23.0,3,69.0,0,40.0,40.0,529.0,fulltime,Late
40,no,yes,yes,>16years,black,no,9.0,1,1,30.0,south,167024,360.0,1200.0,4.5,6,54.0,2,13.333333333333334,20.0,81.0,fulltime,Mid
0,yes,no,yes,13-15years,black,no,26.0,0,0,32.0,south,138975,0.0,0.0,26.0,4,104.0,0,0.0,0.0,676.0,,Late
0,yes,no,yes,16years,white,no,13.0,1,0,99.999,south,145886,0.0,0.0,6.5,5,65.0,1,0.0,0.0,169.0,,Mid
30,yes,no,yes,>16years,white,no,10.0,1,1,55.0,south,145886,300.0,1650.0,5.0,6,60.0,2,10.0,15.0,100.0,parttime,Mid
30,no,no,no,12years,black,no,13.0,2,2,17.4,south,169110,390.0,522.0,4.333333333333333,3,39.0,4,6.0,10.0,169.0,parttime,Mid
16,no,no,yes,12years,white,no,17.0,1,0,18.0,south,72943,272.0,288.0,8.5,3,51.0,1,8.0,8.0,289.0,parttime,Late
40,no,no,no,13-15years,white,no,2.0,0,0,7.0,south,234570,80.0,280.0,2.0,4,8.0,0,40.0,40.0,4.0,fulltime,Early
40,no,yes,yes,13-15years,white,no,3.0,0,0,28.0,south,234570,120.0,1120.0,3.0,4,12.0,0,40.0,40.0,9.0,fulltime,Early
22,yes,no,yes,16years,white,no,21.0,0,0,43.0,south,203196,462.0,946.0,21.0,5,105.0,0,22.0,22.0,441.0,parttime,Late
40,yes,yes,yes,13-15years,white,no,6.0,0,0,60.0,south,220086,240.0,2400.0,6.0,4,24.0,0,40.0,40.0,36.0,fulltime,Mid
40,yes,no,yes,16years,white,no,8.0,0,0,30.0,south,227133,320.0,1200.0,8.0,5,40.0,0,40.0,40.0,64.0,fulltime,Mid
40,no,no,no,16years,white,yes,11.0,2,1,38.0,south,112774,440.0,1520.0,3.6666666666666665,5,55.0,3,10.0,13.333333333333334,121.0,fulltime,Mid
50,no,no,no,13-15years,white,no,6.0,0,0,17.5,south,220086,300.0,875.0,6.0,4,24.0,0,50.0,50.0,36.0,fulltime,Mid
40,no,yes,no,16years,white,no,14.0,0,0,12.0,south,200520,560.0,480.0,14.0,5,70.0,0,40.0,40.0,196.0,fulltime,Mid
0,yes,no,yes,13-15years,white,no,40.0,0,0,60.0,south,202411,0.0,0.0,40.0,4,160.0,0,0.0,0.0,1600.0,,Very Late
0,yes,no,yes,16years,white,yes,33.0,0,0,40.0,south,117218,0.0,0.0,33.0,5,165.0,0,0.0,0.0,1089.0,,Very Late
40,no,yes,no,16years,white,no,16.0,0,2,24.0,south,200520,640.0,960.0,16.0,5,80.0,2,13.333333333333334,40.0,256.0,fulltime,Late
40,no,yes,yes,13-15years,white,no,26.0,0,0,16.0,south,200846,1040.0,640.0,26.0,4,104.0,0,40.0,40.0,676.0,fulltime,Late
40,yes,no,yes,13-15years,white,no,11.0,0,2,32.5,south,221974,440.0,1300.0,11.0,4,44.0,2,13.333333333333334,40.0,121.0,fulltime,Mid
40,yes,no,yes,12years,white,no,19.0,0,2,27.0,south,200520,760.0,1080.0,19.0,3,57.0,2,13.333333333333334,40.0,361.0,fulltime,Late
40,no,yes,no,16years,white,no,42.0,0,0,40.0,south,105309,1680.0,1600.0,42.0,5,210.0,0,40.0,40.0,1764.0,fulltime,Very Late
32,yes,no,yes,<9years,white,no,36.0,0,1,50.0,south,160641,1152.0,1600.0,36.0,1,36.0,1,16.0,32.0,1296.0,fulltime,Very Late
0,yes,no,yes,<9years,white,no,41.0,0,0,23.299,south,161092,0.0,0.0,41.0,1,41.0,0,0.0,0.0,1681.0,,Very Late
40,yes,yes,yes,12years,white,no,16.0,0,2,90.15,south,177539,640.0,3606.0,16.0,3,48.0,2,13.333333333333334,40.0,256.0,fulltime,Late
40,yes,no,yes,12years,white,no,20.0,0,2,38.0,south,160380,800.0,1520.0,20.0,3,60.0,2,13.333333333333334,40.0,400.0,fulltime,Late
40,no,yes,no,>16years,white,no,25.0,0,0,17.0,south,368088,1000.0,680.0,25.0,6,150.0,0,40.0,40.0,625.0,fulltime,Late
20,yes,no,yes,16years,white,no,29.0,0,0,30.0,south,366991,580.0,600.0,29.0,5,145.0,0,20.0,20.0,841.0,parttime,Late
40,no,yes,no,16years,white,no,16.0,0,3,0.0,south,94843,640.0,0.0,16.0,5,80.0,3,10.0,40.0,256.0,fulltime,Late
45,no,yes,yes,16years,white,no,31.0,0,0,51.069,south,95264,1395.0,2298.105,31.0,5,155.0,0,45.0,45.0,961.0,fulltime,Very Late
0,no,yes,no,12years,black,no,47.0,1,0,0.0,south,127235,0.0,0.0,23.5,3,141.0,1,0.0,0.0,2209.0,,Very Late
45,yes,yes,yes,>16years,white,no,4.0,1,0,37.662,south,164658,180.0,1694.79,2.0,6,24.0,1,22.5,22.5,16.0,fulltime,Early
40,no,yes,no,13-15years,white,no,16.0,0,2,25.0,south,145365,640.0,1000.0,16.0,4,64.0,2,13.333333333333334,40.0,256.0,fulltime,Late
0,yes,no,yes,16years,white,no,14.0,2,0,44.6,south,145365,0.0,0.0,4.666666666666667,5,70.0,2,0.0,0.0,196.0,,Mid
0,yes,no,yes,13-15years,white,no,10.0,1,1,60.0,south,164658,0.0,0.0,5.0,4,40.0,2,0.0,0.0,100.0,,Mid
40,no,yes,no,13-15years,black,no,27.0,0,0,0.8,south,153295,1080.0,32.0,27.0,4,108.0,0,40.0,40.0,729.0,fulltime,Late
